codigo_produto,categoria,custo_unitario,preco_venda,unidades_vendidas_90d,estoque_atual
PROD-85190,Vestuário,179.56,242.58,46,58.0
PROD-85191,Utilidades Domésticas,250.54,542.04,41,258.0
PROD-85192,Utilidades Domésticas,218.34,444.92,51,272.0
PROD-85193,Vestuário,105.2,228.81,21,197.0
PROD-85194,Alimentos e Bebidas,184.53,315.39,111,55.0
PROD-85195,Utilidades Domésticas,254.09,505.61,78,275.0
PROD-85196,Eletrônicos,88.5,128.41,54,29.0
PROD-85197,Beleza e Perfumaria,122.57,189.43,108,268.0
PROD-85198,Beleza e Perfumaria,269.53,435.44,178,299.0
PROD-85199,Vestuário,37.37,58.22,102,16.0
PROD-85200,Utilidades Domésticas,170.87,263.63,17,176.0
PROD-85201,Vestuário,264.29,577.44,43,228.0
PROD-85202,Eletrônicos,253.04,475.66,479,203.0
PROD-85203,Beleza e Perfumaria,62.75,82.42,102,187.0
PROD-85204,Eletrônicos,235.26,480.34,128,206.0
PROD-85205,Eletrônicos,249.67,430.42,116,293.0
PROD-85206,Utilidades Domésticas,217.16,430.95,29,201.0
PROD-85207,Eletrônicos,114.42,222.06,282,178.0
PROD-85208,Alimentos e Bebidas,15.96,25.78,319,244.0
PROD-85209,Beleza e Perfumaria,126.67,170.74,250,210.0
PROD-85210,Vestuário,80.02,171.81,209,125.0
PROD-85211,Eletrônicos,65.57,130.95,61,61.0
PROD-85212,Vestuário,97.57,133.92,226,104.0
PROD-85213,Beleza e Perfumaria,42.03,66.89,26,11.0
PROD-85214,Alimentos e Bebidas,258.26,349.04,235,35.0
PROD-85215,Alimentos e Bebidas,218.01,346.33,332,172.0
PROD-85216,Vestuário,126.95,214.58,52,201.0
PROD-85217,Beleza e Perfumaria,40.47,85.16,272,295.0
PROD-85218,Alimentos e Bebidas,62.86,114.67,22,206.0
PROD-85219,Alimentos e Bebidas,150.27,255.26,207,133.0
PROD-85220,Alimentos e Bebidas,276.04,496.82,604,6.0
PROD-85221,Utilidades Domésticas,294.8,605.24,142,161.0
PROD-85222,Vestuário,290.48,577.09,422,54.0
PROD-85223,Beleza e Perfumaria,255.12,547.65,153,294.0
PROD-85224,Vestuário,17.12,35.73,87,266.0
PROD-85225,Vestuário,291.55,586.42,112,73.0
PROD-85226,Eletrônicos,153.52,261.7,29,278.0
PROD-85227,Eletrônicos,12.56,20.38,193,213.0
PROD-85228,Vestuário,222.8,384.93,298,139.0
PROD-85229,Vestuário,211.42,361.43,169,23.0
PROD-85230,Vestuário,208.98,439.67,72,169.0
PROD-85231,Beleza e Perfumaria,120.48,220.81,47,233.0
PROD-85232,Beleza e Perfumaria,170.08,355.58,143,66.0
PROD-85233,Vestuário,34.05,58.71,6,127.0
PROD-85234,Vestuário,298.07,545.43,100,240.0
PROD-85235,Vestuário,215.0,377.48,48,152.0
PROD-85236,Utilidades Domésticas,238.33,423.05,101,131.0
PROD-85237,Eletrônicos,98.91,153.64,109,18.0
PROD-85238,Alimentos e Bebidas,31.36,40.81,378,187.0
PROD-85239,Vestuário,209.22,321.69,311,246.0
PROD-85240,Utilidades Domésticas,269.81,440.53,41,194.0
PROD-85241,Alimentos e Bebidas,148.2,219.2,144,150.0
PROD-85242,Vestuário,56.28,95.2,404,125.0
PROD-85243,Eletrônicos,185.31,396.61,178,55.0
PROD-85244,Utilidades Domésticas,213.93,315.06,319,218.0
PROD-85245,Eletrônicos,206.67,441.57,43,43.0
PROD-85246,Vestuário,260.8,573.53,63,40.0
PROD-85247,Vestuário,45.29,78.3,73,25.0
PROD-85248,Alimentos e Bebidas,70.19,144.23,44,157.0
PROD-85249,Alimentos e Bebidas,195.78,304.65,129,145.0
PROD-85250,Vestuário,92.98,150.7,212,48.0
PROD-85251,Vestuário,226.51,462.46,163,187.0
PROD-85252,Vestuário,116.31,163.99,37,234.0
PROD-85253,Alimentos e Bebidas,141.21,272.58,190,131.0
PROD-85254,Utilidades Domésticas,131.54,174.06,19,239.0
PROD-85255,Eletrônicos,94.44,188.81,164,80.0
PROD-85256,Alimentos e Bebidas,165.84,325.26,79,33.0
PROD-85257,Eletrônicos,239.33,383.01,79,123.0
PROD-85258,Alimentos e Bebidas,103.79,197.56,627,233.0
PROD-85259,Alimentos e Bebidas,260.18,564.64,5,156.0
PROD-85260,Alimentos e Bebidas,76.52,134.12,72,299.0
PROD-85261,Alimentos e Bebidas,147.6,218.3,88,238.0
PROD-85262,Vestuário,84.54,160.26,86,3.0
PROD-85263,Vestuário,189.12,393.29,246,207.0
PROD-85264,Eletrônicos,175.16,257.51,182,112.0
PROD-85265,Vestuário,270.41,392.88,135,184.0
PROD-85266,Utilidades Domésticas,34.42,58.49,96,292.0
PROD-85267,Vestuário,9.17,15.25,224,27.0
PROD-85268,Alimentos e Bebidas,169.8,320.98,32,276.0
PROD-85269,Vestuário,291.2,534.45,98,22.0
PROD-85270,Eletrônicos,295.06,537.08,59,256.0
PROD-85271,Alimentos e Bebidas,169.74,221.42,63,210.0
PROD-85272,Eletrônicos,161.51,253.84,421,158.0
PROD-85273,Beleza e Perfumaria,155.61,225.29,26,53.0
PROD-85274,Utilidades Domésticas,141.17,298.24,5,56.0
PROD-85275,Beleza e Perfumaria,275.24,438.84,104,108.0
PROD-85276,Beleza e Perfumaria,140.58,258.6,414,185.0
PROD-85277,Utilidades Domésticas,185.99,350.18,166,91.0
PROD-85278,Utilidades Domésticas,218.64,395.82,131,11.0
PROD-85279,Alimentos e Bebidas,152.67,274.62,176,46.0
PROD-85280,Vestuário,293.16,383.09,72,56.0
PROD-85281,Utilidades Domésticas,267.84,496.48,58,43.0
PROD-85282,Vestuário,90.49,133.26,11,206.0
PROD-85283,Alimentos e Bebidas,222.16,429.55,40,140.0
PROD-85284,Utilidades Domésticas,279.13,598.32,119,270.0
PROD-85285,Alimentos e Bebidas,147.96,258.72,248,67.0
PROD-85286,Alimentos e Bebidas,192.88,387.74,175,86.0
PROD-85287,Vestuário,288.05,549.72,471,85.0
PROD-85288,Utilidades Domésticas,72.79,153.58,180,197.0
PROD-85289,Beleza e Perfumaria,148.71,308.31,245,183.0
PROD-85290,Alimentos e Bebidas,182.36,387.27,16,191.0
PROD-85291,Eletrônicos,286.33,470.72,315,38.0
PROD-85292,Alimentos e Bebidas,151.56,281.48,92,7.0
PROD-85293,Vestuário,280.09,589.01,139,92.0
PROD-85294,Vestuário,108.12,232.9,444,283.0
PROD-85295,Vestuário,9.27,12.96,162,135.0
PROD-85296,Alimentos e Bebidas,49.71,95.92,853,219.0
PROD-85297,Utilidades Domésticas,266.59,569.08,8,264.0
PROD-85298,Utilidades Domésticas,120.57,176.51,310,178.0
PROD-85299,Beleza e Perfumaria,144.33,261.01,202,124.0
PROD-85300,Vestuário,25.12,36.16,306,35.0
PROD-85301,Beleza e Perfumaria,157.44,265.76,110,152.0
PROD-85302,Utilidades Domésticas,274.38,599.07,170,25.0
PROD-85303,Utilidades Domésticas,220.62,458.77,42,107.0
PROD-85304,Alimentos e Bebidas,33.54,48.19,120,248.0
PROD-85305,Alimentos e Bebidas,192.74,284.12,369,133.0
PROD-85306,Vestuário,36.72,73.39,103,150.0
PROD-85307,Beleza e Perfumaria,168.71,282.69,313,195.0
PROD-85308,Vestuário,159.45,249.74,8,177.0
PROD-85309,Vestuário,171.28,285.94,95,24.0
PROD-85310,Eletrônicos,68.56,89.59,53,135.0
PROD-85311,Utilidades Domésticas,293.16,446.7,100,67.0
PROD-85312,Utilidades Domésticas,233.96,345.81,248,14.0
PROD-85313,Vestuário,95.92,183.77,301,256.0
PROD-85314,Eletrônicos,66.48,145.68,54,237.0
PROD-85315,Vestuário,78.3,142.73,206,6.0
PROD-85316,Utilidades Domésticas,223.62,490.37,66,106.0
PROD-85317,Eletrônicos,208.71,407.41,132,155.0
PROD-85318,Eletrônicos,40.24,67.41,12,203.0
PROD-85319,Eletrônicos,298.82,530.2,102,247.0
PROD-85320,Beleza e Perfumaria,84.99,177.32,87,35.0
PROD-85321,Eletrônicos,31.98,66.78,851,225.0
PROD-85322,Beleza e Perfumaria,77.43,145.68,233,253.0
PROD-85323,Alimentos e Bebidas,237.77,458.32,113,260.0
PROD-85324,Vestuário,37.16,50.73,232,234.0
PROD-85325,Vestuário,35.98,54.55,12,223.0
PROD-85326,Vestuário,43.76,87.03,181,125.0
PROD-85327,Vestuário,274.41,577.13,136,5.0
PROD-85328,Utilidades Domésticas,273.29,415.53,93,97.0
PROD-85329,Alimentos e Bebidas,140.89,253.54,108,31.0
PROD-85330,Beleza e Perfumaria,40.75,81.94,491,4.0
PROD-85331,Alimentos e Bebidas,282.58,481.36,883,94.0
PROD-85332,Utilidades Domésticas,170.49,239.88,283,120.0
PROD-85333,Utilidades Domésticas,238.14,394.47,391,116.0
PROD-85334,Vestuário,212.75,282.05,94,19.0
PROD-85335,Utilidades Domésticas,208.14,352.17,645,289.0
PROD-85336,Vestuário,106.85,194.47,86,88.0
PROD-85337,Vestuário,42.8,66.83,33,94.0
PROD-85338,Alimentos e Bebidas,193.06,407.41,18,240.0
PROD-85339,Utilidades Domésticas,32.94,46.58,8,109.0
PROD-85340,Alimentos e Bebidas,110.07,174.29,19,118.0
PROD-85341,Alimentos e Bebidas,174.32,362.1,32,158.0
PROD-85342,Eletrônicos,294.71,530.34,385,91.0
PROD-85343,Vestuário,297.5,411.51,55,123.0
PROD-85344,Alimentos e Bebidas,196.22,315.24,280,43.0
PROD-85345,Vestuário,263.1,362.98,525,93.0
PROD-85346,Alimentos e Bebidas,236.35,346.34,118,215.0
PROD-85347,Vestuário,230.84,481.12,158,245.0
PROD-85348,Eletrônicos,35.85,68.3,119,81.0
PROD-85349,Vestuário,297.2,544.27,36,272.0
PROD-85350,Vestuário,288.15,452.02,195,134.0
PROD-85351,Utilidades Domésticas,80.87,119.46,261,37.0
PROD-85352,Alimentos e Bebidas,181.26,291.31,237,63.0
PROD-85353,Eletrônicos,207.43,285.78,172,80.0
PROD-85354,Utilidades Domésticas,114.36,221.39,76,24.0
PROD-85355,Vestuário,116.79,253.48,223,177.0
PROD-85356,Alimentos e Bebidas,291.47,478.78,258,83.0
PROD-85357,Alimentos e Bebidas,86.12,152.24,42,101.0
PROD-85358,Beleza e Perfumaria,263.8,421.63,206,219.0
PROD-85359,Vestuário,225.55,439.2,15,129.0
PROD-85360,Eletrônicos,158.97,303.01,63,37.0
PROD-85361,Vestuário,106.29,184.61,101,155.0
PROD-85362,Alimentos e Bebidas,37.62,50.28,301,205.0
PROD-85363,Vestuário,124.99,265.18,25,135.0
PROD-85364,Vestuário,99.91,175.06,28,55.0
PROD-85365,Alimentos e Bebidas,235.59,316.85,100,175.0
PROD-85366,Eletrônicos,274.67,449.83,41,115.0
PROD-85367,Beleza e Perfumaria,168.03,259.02,169,277.0
PROD-85368,Alimentos e Bebidas,284.8,410.67,147,200.0
PROD-85369,Alimentos e Bebidas,65.74,117.63,283,48.0
PROD-85370,Vestuário,141.19,295.44,137,28.0
PROD-85371,Vestuário,241.97,397.67,317,45.0
PROD-85372,Alimentos e Bebidas,242.13,504.93,124,263.0
PROD-85373,Alimentos e Bebidas,232.26,435.65,276,294.0
PROD-85374,Eletrônicos,95.7,142.17,27,299.0
PROD-85375,Utilidades Domésticas,223.7,379.71,216,224.0
PROD-85376,Utilidades Domésticas,15.82,32.34,531,221.0
PROD-85377,Vestuário,16.1,23.49,229,206.0
PROD-85378,Vestuário,149.26,246.03,82,174.0
PROD-85379,Alimentos e Bebidas,288.9,398.49,409,175.0
PROD-85380,Vestuário,5.55,8.68,102,74.0
PROD-85381,Eletrônicos,137.03,294.1,29,90.0
PROD-85382,Vestuário,5.83,8.63,185,245.0
PROD-85383,Eletrônicos,192.4,350.89,83,264.0
PROD-85384,Eletrônicos,133.55,238.51,39,189.0
PROD-85385,Eletrônicos,59.33,82.72,229,68.0
PROD-85386,Utilidades Domésticas,87.7,180.97,268,121.0
PROD-85387,Eletrônicos,137.91,244.85,194,48.0
PROD-85388,Vestuário,254.34,441.64,320,71.0
PROD-85389,Alimentos e Bebidas,245.3,502.18,23,86.0
PROD-85390,Alimentos e Bebidas,287.4,544.16,59,278.0
PROD-85391,Eletrônicos,36.33,64.31,86,40.0
PROD-85392,Beleza e Perfumaria,110.07,210.84,232,14.0
PROD-85393,Vestuário,198.08,361.71,234,164.0
PROD-85394,Beleza e Perfumaria,206.06,438.38,213,31.0
PROD-85395,Vestuário,203.42,332.56,18,146.0
PROD-85396,Eletrônicos,154.82,304.01,629,57.0
PROD-85397,Beleza e Perfumaria,8.65,13.09,42,172.0
PROD-85398,Alimentos e Bebidas,286.61,559.38,33,223.0
PROD-85399,Utilidades Domésticas,83.86,174.31,191,110.0
PROD-85400,Utilidades Domésticas,64.16,135.3,35,261.0
PROD-85401,Vestuário,227.26,389.35,103,249.0
PROD-85402,Utilidades Domésticas,60.8,108.71,89,148.0
PROD-85403,Eletrônicos,254.69,428.59,279,49.0
PROD-85404,Alimentos e Bebidas,22.88,31.47,314,181.0
PROD-85405,Vestuário,55.65,113.39,225,264.0
PROD-85406,Vestuário,141.95,188.12,7,46.0
PROD-85407,Utilidades Domésticas,95.47,185.36,67,58.0
PROD-85408,Alimentos e Bebidas,101.26,208.53,532,26.0
PROD-85409,Vestuário,232.4,493.4,46,98.0
PROD-85410,Eletrônicos,209.11,339.88,114,164.0
PROD-85411,Eletrônicos,86.08,113.64,158,141.0
PROD-85412,Utilidades Domésticas,260.59,416.74,261,73.0
PROD-85413,Beleza e Perfumaria,238.73,460.09,41,85.0
PROD-85414,Utilidades Domésticas,76.48,101.54,69,94.0
PROD-85415,Eletrônicos,45.14,62.09,5,258.0
PROD-85416,Eletrônicos,114.86,202.26,119,52.0
PROD-85417,Alimentos e Bebidas,180.9,278.96,112,192.0
PROD-85418,Alimentos e Bebidas,194.91,288.1,91,52.0
PROD-85419,Alimentos e Bebidas,254.76,464.86,131,208.0
PROD-85420,Utilidades Domésticas,126.92,223.93,97,33.0
PROD-85421,Vestuário,161.03,344.71,93,73.0
PROD-85422,Vestuário,65.41,105.67,143,97.0
PROD-85423,Beleza e Perfumaria,125.45,178.57,222,279.0
PROD-85424,Utilidades Domésticas,199.9,347.67,429,26.0
PROD-85425,Utilidades Domésticas,262.23,534.72,279,282.0
PROD-85426,Vestuário,68.4,143.8,170,91.0
PROD-85427,Alimentos e Bebidas,58.24,112.15,17,247.0
PROD-85428,Utilidades Domésticas,230.43,343.47,292,153.0
PROD-85429,Alimentos e Bebidas,182.95,385.46,82,46.0
PROD-85430,Utilidades Domésticas,257.95,443.21,24,275.0
PROD-85431,Alimentos e Bebidas,162.01,241.75,99,100.0
PROD-85432,Beleza e Perfumaria,143.65,310.28,69,160.0
PROD-85433,Alimentos e Bebidas,31.21,43.32,27,157.0
PROD-85434,Eletrônicos,254.78,535.16,562,273.0
PROD-85435,Vestuário,239.35,353.74,147,53.0
PROD-85436,Beleza e Perfumaria,267.66,569.23,127,51.0
PROD-85437,Alimentos e Bebidas,161.07,321.02,89,232.0
PROD-85438,Eletrônicos,42.74,69.75,25,68.0
PROD-85439,Vestuário,147.59,209.52,47,199.0
PROD-85440,Eletrônicos,173.23,361.33,238,273.0
PROD-85441,Vestuário,189.27,324.42,377,215.0
PROD-85442,Beleza e Perfumaria,197.31,312.71,50,223.0
PROD-85443,Vestuário,233.1,374.85,197,109.0
PROD-85444,Vestuário,259.63,507.29,65,75.0
PROD-85445,Alimentos e Bebidas,79.08,173.15,187,297.0
PROD-85446,Alimentos e Bebidas,109.59,219.38,27,232.0
PROD-85447,Beleza e Perfumaria,131.83,263.53,336,233.0
PROD-85448,Utilidades Domésticas,222.82,341.53,48,53.0
PROD-85449,Eletrônicos,15.61,31.31,21,226.0
PROD-85450,Beleza e Perfumaria,121.63,225.71,574,56.0
PROD-85451,Utilidades Domésticas,7.46,9.86,5,68.0
PROD-85452,Vestuário,75.78,136.33,81,220.0
PROD-85453,Vestuário,72.65,150.26,133,276.0
PROD-85454,Beleza e Perfumaria,21.78,33.38,28,242.0
PROD-85455,Vestuário,67.13,122.69,489,210.0
PROD-85456,Vestuário,276.33,385.64,208,171.0
PROD-85457,Vestuário,267.32,367.35,244,27.0
PROD-85458,Alimentos e Bebidas,201.97,411.86,88,173.0
PROD-85459,Vestuário,191.13,250.24,25,110.0
PROD-85460,Vestuário,173.48,257.86,241,92.0
PROD-85461,Vestuário,186.56,266.9,166,173.0
PROD-85462,Eletrônicos,226.67,442.84,112,73.0
PROD-85463,Alimentos e Bebidas,160.08,344.06,205,242.0
PROD-85464,Vestuário,66.79,137.68,299,214.0
PROD-85465,Vestuário,58.39,84.66,18,23.0
PROD-85466,Eletrônicos,76.22,111.43,44,295.0
PROD-85467,Alimentos e Bebidas,184.43,304.49,67,4.0
PROD-85468,Alimentos e Bebidas,26.14,42.39,97,269.0
PROD-85469,Beleza e Perfumaria,9.44,15.83,80,45.0
PROD-85470,Vestuário,279.7,585.3,25,39.0
PROD-85471,Beleza e Perfumaria,177.83,362.21,173,42.0
PROD-85472,Vestuário,27.13,42.25,65,145.0
PROD-85473,Utilidades Domésticas,232.42,506.3,13,171.0
PROD-85474,Utilidades Domésticas,102.78,208.36,222,114.0
PROD-85475,Beleza e Perfumaria,214.99,319.93,108,55.0
PROD-85476,Vestuário,84.49,120.84,28,31.0
PROD-85477,Vestuário,260.7,407.21,73,193.0
PROD-85478,Vestuário,120.59,210.39,62,219.0
PROD-85479,Alimentos e Bebidas,153.73,203.29,363,32.0
PROD-85480,Alimentos e Bebidas,174.43,373.83,97,114.0
PROD-85481,Alimentos e Bebidas,246.5,488.56,175,47.0
PROD-85482,Eletrônicos,88.06,187.9,59,229.0
PROD-85483,Alimentos e Bebidas,187.35,320.82,37,230.0
PROD-85484,Vestuário,63.16,121.61,8,74.0
PROD-85485,Utilidades Domésticas,202.67,355.0,50,258.0
PROD-85486,Beleza e Perfumaria,99.13,201.09,228,217.0
PROD-85487,Utilidades Domésticas,64.83,86.34,146,117.0
PROD-85488,Alimentos e Bebidas,79.87,171.8,218,156.0
PROD-85489,Eletrônicos,17.77,27.76,133,188.0
PROD-85490,Vestuário,133.61,262.0,156,30.0
PROD-85491,Vestuário,190.19,280.76,30,270.0
PROD-85492,Beleza e Perfumaria,74.31,126.22,96,189.0
PROD-85493,Vestuário,235.6,365.42,41,284.0
PROD-85494,Utilidades Domésticas,244.93,458.27,434,255.0
PROD-85495,Eletrônicos,165.21,260.07,343,280.0
PROD-85496,Alimentos e Bebidas,191.86,405.34,227,63.0
PROD-85497,Utilidades Domésticas,17.6,35.79,144,236.0
PROD-85498,Alimentos e Bebidas,177.0,379.37,402,296.0
PROD-85499,Utilidades Domésticas,231.45,440.22,163,60.0
PROD-85500,Utilidades Domésticas,6.4,10.87,129,278.0
PROD-85501,Alimentos e Bebidas,60.19,115.32,49,159.0
PROD-85502,Utilidades Domésticas,254.59,400.44,84,296.0
PROD-85503,Vestuário,52.21,110.31,15,155.0
PROD-85504,Vestuário,161.19,346.75,355,251.0
PROD-85505,Alimentos e Bebidas,150.9,308.86,291,182.0
PROD-85506,Eletrônicos,269.21,522.94,85,137.0
PROD-85507,Alimentos e Bebidas,287.46,490.5,239,9.0
PROD-85508,Vestuário,205.58,402.24,284,189.0
PROD-85509,Vestuário,126.05,220.89,91,56.0
PROD-85510,Alimentos e Bebidas,232.66,384.6,559,163.0
PROD-85511,Vestuário,178.04,380.16,166,200.0
PROD-85512,Utilidades Domésticas,238.12,351.61,263,245.0
PROD-85513,Vestuário,239.39,419.29,103,83.0
PROD-85514,Vestuário,55.05,90.1,339,24.0
PROD-85515,Beleza e Perfumaria,269.02,477.95,87,114.0
PROD-85516,Vestuário,22.88,42.19,316,104.0
PROD-85517,Eletrônicos,103.25,170.05,113,68.0
PROD-85518,Utilidades Domésticas,230.92,505.14,87,216.0
PROD-85519,Beleza e Perfumaria,191.23,412.29,249,257.0
PROD-85520,Vestuário,18.13,39.16,330,196.0
PROD-85521,Utilidades Domésticas,152.9,251.4,127,290.0
PROD-85522,Alimentos e Bebidas,219.51,423.44,47,54.0
PROD-85523,Eletrônicos,145.76,231.47,51,68.0
PROD-85524,Alimentos e Bebidas,183.99,299.73,196,23.0
PROD-85525,Utilidades Domésticas,262.93,463.28,54,140.0
PROD-85526,Vestuário,72.97,135.15,62,233.0
PROD-85527,Alimentos e Bebidas,222.38,386.39,240,202.0
PROD-85528,Eletrônicos,185.46,387.01,93,27.0
PROD-85529,Utilidades Domésticas,287.99,391.75,559,264.0
PROD-85530,Eletrônicos,293.6,429.75,213,210.0
PROD-85531,Eletrônicos,55.15,105.66,10,287.0
PROD-85532,Beleza e Perfumaria,153.39,309.31,39,3.0
PROD-85533,Utilidades Domésticas,206.77,449.08,85,15.0
PROD-85534,Alimentos e Bebidas,167.3,351.43,294,49.0
PROD-85535,Eletrônicos,205.48,389.79,206,172.0
PROD-85536,Alimentos e Bebidas,199.86,273.82,131,195.0
PROD-85537,Beleza e Perfumaria,153.8,238.63,74,233.0
PROD-85538,Alimentos e Bebidas,222.71,473.22,174,28.0
PROD-85539,Vestuário,229.07,436.71,753,263.0
PROD-85540,Beleza e Perfumaria,60.08,115.77,467,160.0
PROD-85541,Utilidades Domésticas,73.64,158.72,223,275.0
PROD-85542,Alimentos e Bebidas,141.09,245.86,96,49.0
PROD-85543,Utilidades Domésticas,215.19,393.04,12,57.0
PROD-85544,Eletrônicos,184.21,285.92,82,106.0
PROD-85545,Alimentos e Bebidas,75.8,115.86,129,133.0
PROD-85546,Vestuário,279.17,611.82,481,294.0
PROD-85547,Utilidades Domésticas,137.47,182.72,63,263.0
PROD-85548,Beleza e Perfumaria,216.48,423.62,313,277.0
PROD-85549,Beleza e Perfumaria,44.38,79.01,32,254.0
PROD-85550,Alimentos e Bebidas,241.55,343.33,157,106.0
PROD-85551,Alimentos e Bebidas,164.24,251.48,278,139.0
PROD-85552,Beleza e Perfumaria,84.65,185.37,5,155.0
PROD-85553,Utilidades Domésticas,257.27,420.79,33,78.0
PROD-85554,Eletrônicos,16.52,28.54,22,122.0
PROD-85555,Eletrônicos,88.7,134.86,37,109.0
PROD-85556,Beleza e Perfumaria,248.86,430.07,285,288.0
PROD-85557,Vestuário,295.44,421.29,15,97.0
PROD-85558,Vestuário,161.82,298.48,124,2.0
PROD-85559,Utilidades Domésticas,30.56,40.82,35,164.0
PROD-85560,Utilidades Domésticas,261.94,386.94,59,265.0
PROD-85561,Vestuário,74.74,130.84,16,59.0
PROD-85562,Vestuário,215.95,311.7,224,234.0
PROD-85563,Utilidades Domésticas,12.67,25.83,172,61.0
PROD-85564,Eletrônicos,137.78,252.13,354,81.0
PROD-85565,Beleza e Perfumaria,71.55,137.33,572,185.0
PROD-85566,Eletrônicos,173.14,249.47,75,44.0
PROD-85567,Eletrônicos,57.1,74.73,207,159.0
PROD-85568,Utilidades Domésticas,226.28,399.5,154,88.0
PROD-85569,Vestuário,279.38,373.61,187,263.0
PROD-85570,Vestuário,170.92,348.27,59,176.0
PROD-85571,Utilidades Domésticas,148.75,240.78,132,27.0
PROD-85572,Alimentos e Bebidas,143.43,294.8,67,48.0
PROD-85573,Vestuário,219.11,382.89,197,70.0
PROD-85574,Utilidades Domésticas,182.05,366.34,116,159.0
PROD-85575,Utilidades Domésticas,223.84,390.22,81,297.0
PROD-85576,Utilidades Domésticas,100.08,133.32,34,211.0
PROD-85577,Eletrônicos,129.4,187.43,98,7.0
PROD-85578,Alimentos e Bebidas,187.02,365.11,11,72.0
PROD-85579,Alimentos e Bebidas,262.24,393.57,101,235.0
PROD-85580,Eletrônicos,8.93,17.68,235,122.0
PROD-85581,Alimentos e Bebidas,200.68,437.29,182,251.0
PROD-85582,Eletrônicos,168.01,222.93,90,293.0
PROD-85583,Vestuário,167.69,305.76,82,152.0
PROD-85584,Vestuário,110.87,240.45,106,273.0
PROD-85585,Alimentos e Bebidas,185.24,301.79,95,298.0
PROD-85586,Vestuário,69.84,115.94,335,196.0
PROD-85587,Utilidades Domésticas,81.27,139.4,14,16.0
PROD-85588,Eletrônicos,254.38,516.71,129,125.0
PROD-85589,Utilidades Domésticas,163.61,260.21,189,113.0
PROD-85590,Eletrônicos,50.16,73.54,7,114.0
PROD-85591,Vestuário,254.22,522.86,106,202.0
PROD-85592,Alimentos e Bebidas,113.0,195.18,8,126.0
PROD-85593,Vestuário,204.86,398.36,230,236.0
PROD-85594,Utilidades Domésticas,201.64,359.24,134,30.0
PROD-85595,Beleza e Perfumaria,190.28,366.66,45,123.0
PROD-85596,Vestuário,108.12,158.84,6,81.0
PROD-85597,Eletrônicos,236.04,418.23,142,62.0
PROD-85598,Alimentos e Bebidas,175.0,242.18,426,173.0
PROD-85599,Beleza e Perfumaria,235.32,439.29,142,274.0
PROD-85600,Alimentos e Bebidas,149.9,320.1,115,157.0
PROD-85601,Utilidades Domésticas,280.09,604.84,7,143.0
PROD-85602,Utilidades Domésticas,118.42,222.58,106,190.0
PROD-85603,Beleza e Perfumaria,291.25,600.6,75,55.0
PROD-85604,Eletrônicos,20.1,36.02,760,59.0
PROD-85605,Alimentos e Bebidas,36.19,52.56,69,42.0
PROD-85606,Utilidades Domésticas,223.16,300.91,121,178.0
PROD-85607,Utilidades Domésticas,46.41,87.47,116,225.0
PROD-85608,Vestuário,237.9,501.29,12,200.0
PROD-85609,Utilidades Domésticas,162.54,274.18,260,114.0
PROD-85610,Vestuário,89.8,117.45,33,33.0
PROD-85611,Vestuário,72.67,134.96,676,154.0
PROD-85612,Vestuário,66.16,95.29,110,271.0
PROD-85613,Utilidades Domésticas,76.39,157.33,12,57.0
PROD-85614,Eletrônicos,228.07,439.82,262,16.0
PROD-85615,Beleza e Perfumaria,251.12,377.94,441,78.0
PROD-85616,Vestuário,131.29,170.89,69,196.0
PROD-85617,Utilidades Domésticas,18.65,36.11,12,71.0
PROD-85618,Eletrônicos,31.72,63.42,82,199.0
PROD-85619,Alimentos e Bebidas,91.8,201.62,254,65.0
PROD-85620,Eletrônicos,292.29,597.67,31,80.0
PROD-85621,Utilidades Domésticas,12.62,24.66,192,293.0
PROD-85622,Vestuário,152.51,226.99,160,254.0
PROD-85623,Utilidades Domésticas,209.71,370.21,78,200.0
PROD-85624,Utilidades Domésticas,18.58,39.85,47,219.0
PROD-85625,Eletrônicos,29.46,49.99,36,54.0
PROD-85626,Alimentos e Bebidas,259.4,452.35,12,296.0
